,Bedrooms,Bathrooms,Land area,CV,Latitude,Longitude,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Population,NZDep2018,NZDep2018_Score
630,4,3.0,188.0,1275000,-36.572094,174.69151000000002,45,27,12,39,42,57,228,2.0,912.0
631,5,1.0,1429.0,1355000,-36.9783779,174.87017790000002,54,36,33,21,12,24,180,8.0,1045.0
632,3,2.0,57.0,530000,-36.956313200000004,174.8457959,66,42,39,15,12,12,189,9.0,1134.0
633,2,1.0,1040.0,1080000,-36.8019237,175.1080146,24,3,6,12,27,27,111,5.0,961.0
634,4,3.0,343.0,830000,-36.60987670000001,174.7026638,48,15,15,27,27,69,195,2.0,915.0
635,5,2.0,11000.0,1080000,-36.8484597,174.7633315,15,63,36,6,12,0,138,8.0,1047.0
636,4,2.0,396.0,545000,-36.864999299999994,174.6118191,36,33,12,27,18,15,144,9.0,1077.0
637,6,3.0,809.0,910000,-36.8705171,174.55521930000003,33,24,24,18,36,15,144,1.0,897.0
638,2,1.0,70.0,500000,-36.970710700000005,174.86786519999998,15,30,21,9,18,15,111,9.0,1071.0
639,6,4.0,1201.0,2550000,-36.9303095,174.9267783,57,24,21,24,48,51,222,1.0,880.0
640,5,4.0,450.0,1775000,-36.688455100000006,174.7460598,24,6,12,15,6,3,69,3.0,923.0
641,5,4.0,9107.0,2400000,-36.7700201,174.6594109,36,9,12,15,21,21,120,2.0,907.0
642,2,1.0,809.0,1120000,-36.7859279,175.0117572,27,18,30,24,12,21,126,3.0,927.0
643,5,3.0,394.0,560000,-37.024879299999995,174.893116,30,24,12,24,18,39,144,9.0,1129.0
644,4,3.0,493.0,500000,-36.772106,174.5442431,27,27,30,15,18,21,138,4.0,941.0
645,5,3.0,305.0,2350000,-36.8781069,174.7990534,54,9,9,33,27,75,201,1.0,894.0
646,4,3.0,342.0,1500000,-36.944577100000004,174.7855209,63,27,24,27,27,39,207,6.0,996.0
647,5,3.0,411.0,500000,-37.0152994,174.9106502,33,18,27,18,24,39,165,3.0,925.0
648,5,3.0,491.0,520000,-37.0152994,174.9106502,33,18,27,18,24,39,165,3.0,925.0
649,2,1.0,1070.0,790000,-36.8423596,175.14598180000002,12,0,6,18,24,36,99,4.0,950.0
650,4,3.0,4019.0,1320000,-36.9599266,174.62746769999998,48,12,12,27,27,30,159,2.0,899.0
651,4,1.0,1115.0,1155000,-36.764640500000006,174.7228284,24,9,18,15,6,18,99,3.0,936.0
652,5,4.0,358.0,900000,-36.872083700000005,174.60459980000002,63,33,63,24,33,18,234,5.0,973.0
653,6,2.0,741.0,620000,-37.1974973,174.88973430000001,57,36,15,18,6,18,153,8.0,1066.0
654,3,1.0,690.0,500000,-37.2593705,174.9463977,21,9,3,3,6,9,39,9.0,1120.0
655,4,1.0,548.0,460000,-37.2593705,174.9463977,21,9,3,3,6,9,39,9.0,1120.0
656,4,2.0,10000.0,1875000,-36.6849893,174.7068034,39,15,18,21,21,15,126,2.0,914.0
657,6,5.0,1083.0,2900000,-36.6159283,174.8048677,54,18,12,27,33,39,177,2.0,913.0
658,2,1.0,3488.0,650000,-36.7864177,175.0220042,24,24,21,39,27,39,180,5.0,956.0
659,2,2.0,1161.0,1200000,-36.7846297,175.0256175,24,24,21,39,27,39,180,5.0,956.0
660,5,3.0,560.0,980000,-36.996419,174.900078,27,36,15,15,30,33,162,5.0,961.0
661,6,4.0,5024.0,2350000,-36.9856753,174.9475179,90,42,27,45,75,45,321,2.0,898.0
662,3,1.0,15550.0,550000,-36.2287416,174.5458102,48,30,21,21,33,45,195,5.0,973.0
663,4,3.0,327.0,2200000,-36.9184693,174.6983382,39,33,24,24,33,63,219,3.0,934.0
664,3,2.0,151.0,510000,-36.61762879999999,174.7935301,72,21,30,60,33,45,258,3.0,919.0
665,2,1.0,56.0,460000,-36.8462653,174.7712726,24,96,51,18,18,27,234,7.0,1003.0
666,3,2.0,259.0,920000,-36.7937824,174.6609445,45,24,48,15,6,12,147,2.0,900.0
667,5,3.0,985.0,1430000,-36.9321759,174.64532580000002,51,15,27,27,24,24,177,3.0,932.0
668,5,3.0,804.0,2000000,-36.9393167,174.9237217,168,66,72,69,90,84,543,1.0,896.0
669,4,2.0,400.0,860000,-36.7633771,174.5496311,54,21,24,30,24,36,189,3.0,929.0
670,3,1.0,696.0,980000,-36.874750299999995,174.8437367,45,51,33,27,24,36,210,8.0,1064.0
671,4,3.0,1459.0,3175000,-36.85577429999999,174.83238469999998,39,15,12,18,21,36,147,1.0,893.0
672,5,3.0,305.0,2025000,-36.9316491,174.6961315,33,18,24,15,21,39,153,5.0,959.0
673,3,2.0,142.0,1550000,-36.8949982,174.7707909,48,30,27,33,27,21,192,4.0,949.0
674,4,3.0,741.0,1700000,-37.083594,174.91935159999997,102,33,54,60,48,36,333,1.0,877.0
675,5,3.0,553.0,1425000,-37.083399299999996,174.920226,102,33,54,60,48,36,333,1.0,877.0
676,2,1.0,70.0,505000,-36.89307279999999,174.63626090000002,60,30,33,24,21,39,201,9.0,1083.0
677,3,1.0,859.0,560000,-37.026097,174.92365700000002,108,48,54,30,27,48,309,9.0,1085.0
678,3,2.0,195.0,1825000,-36.8459057,174.7333068,15,21,27,24,27,66,174,3.0,930.0
679,4,3.0,305.0,2850000,-36.8517202,174.8523981,30,15,15,18,27,75,174,3.0,934.0
680,4,2.0,155.0,3375000,-36.983582500000004,174.9092662,99,84,90,30,18,18,336,6.0,984.0
681,4,2.0,183.0,810000,-36.983582500000004,174.9092662,99,84,90,30,18,18,336,6.0,984.0
682,2,1.0,830.0,850000,-36.8154295,175.0615949,42,15,21,33,36,60,216,7.0,1019.0
683,4,2.0,1507.0,1200000,-36.7715362,174.4831794,39,9,33,18,21,24,141,1.0,875.0
684,4,2.0,194.0,1425000,-36.8754454,174.8215719,78,15,24,51,27,21,207,2.0,909.0
685,4,2.0,505.0,790000,-36.964149600000006,174.8227791,165,60,66,45,39,39,420,10.0,1157.0
686,4,2.0,213.0,1050000,-37.07142,175.03724259999998,39,15,18,24,33,21,144,3.0,930.0
687,4,2.0,619.0,1325000,-36.9172991,174.93491219999999,30,12,15,15,15,33,120,2.0,903.0
688,4,2.0,822.0,970000,-36.905038,174.9367021,60,18,27,33,9,15,168,2.0,910.0
689,4,2.0,505.0,980000,-37.2216763,174.8968726,51,21,27,24,30,54,204,4.0,954.0
690,3,2.0,350.0,710000,-37.05657,174.94405759999998,63,24,42,18,21,33,201,8.0,1054.0
691,5,3.0,751.0,2100000,-36.8878635,174.93162780000003,54,21,18,33,36,42,207,2.0,911.0
692,4,2.0,542.0,1175000,-36.932101200000005,174.68015659999998,42,15,15,21,21,27,144,6.0,991.0
693,7,2.0,357.0,1120000,-36.8635176,174.7506549,15,48,45,9,9,12,141,4.0,939.0
694,4,3.0,334.0,1700000,-36.862700200000006,174.7505971,15,48,45,9,9,12,141,4.0,939.0
695,5,4.0,376.0,1800000,-36.915095,174.8971716,51,24,30,27,9,33,174,7.0,1002.0
696,5,3.0,287.0,1175000,-36.9170093,174.79789230000003,30,15,21,9,15,15,108,9.0,1127.0
697,5,2.0,292.0,1175000,-36.9170093,174.79789230000003,30,15,21,9,15,15,108,9.0,1127.0
698,3,2.0,121.0,1600000,-36.903153,174.7682399,30,18,9,24,18,18,123,5.0,964.0
699,3,1.0,911.0,960000,-36.8527977,174.54429869999998,78,39,33,45,24,12,231,4.0,941.0
700,4,1.0,607.0,570000,-37.0246359,174.8718344,78,30,24,24,21,21,198,10.0,1241.0
701,4,2.0,800.0,1550000,-36.886546200000005,174.9237292,54,27,18,21,54,54,231,4.0,943.0
702,3,1.0,1095.0,860000,-37.2182453,174.895161,33,18,18,21,33,39,171,3.0,926.0
703,5,2.0,900.0,840000,-37.0117347,174.89435980000002,60,36,39,24,30,18,207,8.0,1035.0
704,5,4.0,1298.0,2750000,-36.9079754,174.8636067,45,15,27,24,30,72,213,2.0,911.0
705,4,2.0,509.0,1080000,-36.8443017,174.6548741,27,15,24,21,27,24,144,3.0,929.0
706,3,2.0,604.0,1000000,-36.900176,174.8490858,24,39,24,12,12,27,141,7.0,1016.0
707,3,2.0,347.0,770000,-36.633540100000005,174.7350362,24,24,12,30,27,27,156,7.0,1005.0
708,2,2.0,362.0,580000,-37.260459399999995,174.9502378,69,18,33,30,24,45,213,10.0,1139.0
709,3,2.0,752.0,890000,-37.0037766,174.9192676,63,21,21,45,36,57,246,1.0,894.0
710,4,3.0,362.0,1105000,-36.921209399999995,174.673548,36,30,36,24,24,24,171,4.0,948.0
711,2,1.0,73.0,620000,-36.9237379,174.7333768,24,36,15,24,18,21,138,6.0,989.0
712,3,1.0,713.0,940000,-36.907574,174.9217784,78,39,27,48,45,39,282,5.0,956.0
713,2,1.0,43.0,380000,-36.9930125,174.87844990000002,21,39,36,24,21,24,168,8.0,1046.0
714,2,1.0,45.0,385000,-36.9930125,174.87844990000002,21,39,36,24,21,24,168,8.0,1046.0
715,5,2.0,665.0,880000,-36.8687518,174.62545749999998,54,33,30,27,30,39,210,9.0,1072.0
716,2,1.0,221.0,840000,-36.885465,174.816169,39,24,27,27,18,39,174,5.0,966.0
717,8,5.0,378.0,1360000,-36.985085999999995,174.91392380000002,18,18,12,15,18,18,99,6.0,995.0
718,5,3.0,664.0,1790000,-36.838611900000004,174.66054630000002,33,18,15,9,24,27,120,3.0,933.0
719,4,2.0,906.0,1125000,-36.929367600000006,174.7568343,30,18,12,24,21,12,129,2.0,918.0
720,3,2.0,397.0,1875000,-36.8712071,174.8066445,42,15,21,24,33,36,180,2.0,905.0
721,3,1.0,470.0,725000,-36.895174600000004,174.6804551,66,42,39,36,18,21,225,8.0,1052.0
722,3,2.0,562.0,1025000,-36.922313700000004,174.8937192,63,51,57,39,45,78,336,4.0,949.0
723,5,3.0,5340.0,1875000,-36.9455156,174.92614790000002,45,27,21,24,24,39,186,3.0,934.0
724,5,3.0,507.0,910000,-37.011177200000006,174.91711980000002,60,24,33,27,21,18,186,3.0,937.0
725,4,2.0,403.0,860000,-37.0107023,174.9174573,60,24,33,27,21,18,186,3.0,937.0
726,5,2.0,605.0,1150000,-36.6045094,174.7932875,45,24,18,33,27,48,189,3.0,926.0
727,4,3.0,184.0,860000,-36.975556,174.836166,57,45,33,24,24,24,207,7.0,1011.0
728,3,1.0,714.0,770000,-36.401192200000004,174.6712341,6,12,6,9,12,72,120,8.0,1058.0
729,3,1.0,492.0,600000,-37.083348799999996,174.9381973,54,27,27,30,12,21,174,9.0,1101.0
730,2,1.0,82.0,530000,-36.9133821,174.80134980000003,69,30,36,30,18,24,210,9.0,1106.0
731,2,2.0,8638.0,650000,-36.305955,175.4924245,30,21,21,21,39,69,201,9.0,1107.0
732,3,2.0,352.0,570000,-36.8886106,174.6563372,33,24,27,18,15,18,144,7.0,1021.0
733,2,1.0,91.0,680000,-36.8478196,174.78071359999998,78,204,177,45,15,12,534,9.0,1082.0
734,5,3.0,722.0,990000,-37.1867797,174.9166046,45,12,15,24,21,18,141,7.0,1029.0
735,4,2.0,352.0,690000,-37.20566029999999,174.88080380000002,27,12,12,15,12,21,96,7.0,1011.0
736,5,4.0,683.0,1975000,-36.868911700000005,174.797773,33,12,6,24,15,15,108,3.0,937.0
737,5,2.0,377.0,2350000,-36.8690673,174.7978168,33,12,6,24,15,15,108,3.0,937.0
738,3,2.0,1198.0,1100000,-36.8850429,175.041516,36,18,12,24,18,27,132,2.0,916.0
739,4,1.0,1136.0,610000,-37.0565761,174.9642808,48,21,27,12,18,21,150,9.0,1101.0
740,4,3.0,860.0,1750000,-36.9014009,174.9468893,39,12,18,21,24,30,150,1.0,879.0
741,3,1.0,326.0,910000,-36.8228391,174.6281755,120,42,30,33,24,18,264,10.0,1245.0
742,2,1.0,130.0,940000,-36.8666809,174.78046819999997,24,30,24,12,24,18,138,4.0,952.0
743,2,1.0,908.0,550000,-37.025779,174.8907126,66,30,33,21,21,18,183,10.0,1154.0
744,5,4.0,1358.0,3125000,-36.8603271,174.851155,51,27,30,27,24,27,177,2.0,904.0
745,4,2.0,138.0,570000,-36.950408200000005,174.8067565,105,39,42,45,33,21,294,9.0,1126.0
746,3,1.0,746.0,560000,-37.05679179999999,174.96605369999997,87,39,39,36,33,27,261,10.0,1204.0
747,3,1.0,732.0,690000,-37.0778044,174.9465959,42,27,30,27,24,33,180,5.0,973.0
748,3,1.0,610.0,530000,-37.0268476,174.86908480000002,96,42,33,18,36,18,243,10.0,1198.0
749,4,2.0,311.0,300000,-37.051279799999996,174.9619612,54,27,36,12,15,9,150,9.0,1089.0
750,3,1.0,862.0,630000,-37.0458133,174.9145655,75,24,33,21,21,24,195,8.0,1030.0
751,3,1.0,1396.0,885000,-36.8786421,174.5495642,78,24,27,48,42,48,267,2.0,899.0
752,3,2.0,2933.0,980000,-36.886068200000004,174.5424633,78,24,27,48,42,48,267,2.0,899.0
753,5,4.0,5093.0,1700000,-37.0061263,174.9303335,15,12,6,9,30,24,102,2.0,901.0
754,4,2.0,810.0,3700000,-36.8694386,174.88094519999999,33,9,9,15,21,27,117,1.0,886.0
755,5,3.0,938.0,3125000,-36.877044399999996,174.80817340000002,30,12,6,21,24,24,123,1.0,878.0
756,4,3.0,938.0,3125000,-36.877044399999996,174.80817340000002,30,12,6,21,24,24,123,1.0,878.0
757,4,3.0,403.0,2575000,-36.8604098,174.878016,45,9,15,21,36,30,153,1.0,874.0
758,5,2.0,300.0,1600000,-36.8852812,174.8103013,15,27,21,6,3,21,102,6.0,977.0
759,5,2.0,809.0,1025000,-36.8382589,174.6506283,33,21,21,18,15,18,135,7.0,1013.0
760,4,3.0,251.0,2625000,-36.8539339,174.8373889,60,9,15,30,27,36,174,1.0,875.0
761,4,2.0,698.0,640000,-37.2014081,174.8914514,39,30,27,15,24,30,165,5.0,964.0
762,5,3.0,724.0,1400000,-36.887245899999996,174.9897884,48,9,12,30,30,48,174,1.0,861.0
763,3,1.0,80.0,600000,-36.9858679,174.84190130000002,78,57,51,18,15,24,243,9.0,1074.0
764,2,1.0,90.0,500000,-36.902824700000004,174.6723392,57,24,36,24,18,27,189,8.0,1044.0
765,5,3.0,818.0,1300000,-36.926457299999996,174.7295618,42,24,27,21,30,30,174,5.0,961.0
766,3,1.0,100.0,660000,-36.821575200000005,174.6218255,78,45,48,36,30,21,261,8.0,1051.0
767,2,1.0,2256.0,680000,-36.7865104,175.0495212,36,15,21,36,27,45,186,5.0,957.0
768,6,4.0,377.0,1350000,-36.974479200000005,174.9289209,24,15,21,12,6,12,81,5.0,959.0
769,6,5.0,413.0,710000,-36.9734507,174.9263337,24,15,21,12,6,12,81,5.0,959.0
770,2,1.0,696.0,680000,-36.9398528,174.851282,51,21,30,6,15,9,129,10.0,1148.0
771,2,2.0,197.0,540000,-36.8983921,174.7131434,60,45,27,18,18,21,192,10.0,1247.0
772,3,2.0,216.0,1300000,-36.8474999,174.8624588,33,27,24,21,36,54,189,2.0,902.0
773,3,1.0,893.0,760000,-36.793597999999996,175.0474039,24,12,15,15,30,24,126,6.0,979.0
774,5,3.0,2188.0,1350000,-36.9182345,174.663202,21,21,18,15,24,18,114,5.0,968.0
775,4,3.0,508.0,1125000,-36.850052500000004,174.6071215,60,48,57,33,18,33,255,6.0,983.0
776,4,2.0,1012.0,1055000,-36.847053100000004,174.6064801,60,48,57,33,18,33,255,6.0,983.0
777,3,1.0,407.0,860000,-36.8553172,174.6511561,48,27,27,30,18,21,168,8.0,1030.0
778,6,2.0,284.0,1350000,-36.917485600000006,174.6999272,36,12,21,33,3,33,135,5.0,974.0
779,5,4.0,516.0,2525000,-36.887315,174.79703590000003,24,12,6,21,33,27,117,4.0,938.0
780,3,1.0,80.0,440000,-37.0585226,174.9639231,90,24,30,30,15,24,216,10.0,1279.0
781,5,2.0,604.0,620000,-37.0377352,174.8616483,99,42,39,27,18,18,240,10.0,1140.0
782,1,1.0,70.0,430000,-36.979802,174.8581819,18,15,24,18,18,33,126,7.0,1010.0
783,4,1.0,675.0,1150000,-36.9419145,174.7811504,30,21,15,9,15,30,126,4.0,954.0
784,4,1.0,703.0,1360000,-36.868787700000006,174.7357501,39,48,48,24,27,9,192,4.0,941.0
785,5,3.0,357.0,1600000,-36.8694257,174.73570880000003,39,48,48,24,27,9,192,4.0,941.0
786,2,1.0,288.0,530000,-36.9477657,174.8484897,81,39,30,24,21,24,210,9.0,1115.0
787,3,1.0,481.0,795000,-36.910306,174.90779419999998,57,33,24,27,33,27,204,7.0,1025.0
788,4,2.0,198.0,1500000,-36.8602016,174.8251243,24,9,21,12,21,24,111,10.0,1186.0
789,7,5.0,411.0,1340000,-36.9798511,174.9091138,69,51,48,33,15,36,249,7.0,1015.0
790,4,2.0,663.0,1370000,-36.7280824,174.7467457,51,15,27,21,27,18,153,4.0,947.0
791,5,3.0,750.0,1775000,-36.886354,174.90058169999998,60,18,33,36,42,42,222,3.0,922.0
792,3,2.0,587.0,2075000,-36.8825261,174.7995996,45,36,12,18,33,33,186,2.0,918.0
793,3,1.0,1233.0,915000,-36.864683500000005,174.59549619999999,51,36,33,27,27,18,192,10.0,1138.0
794,3,1.0,1103.0,580000,-37.2459516,174.73980559999998,51,15,18,21,18,21,147,9.0,1122.0
795,3,2.0,577.0,1275000,-36.9355287,174.6756054,81,33,39,42,33,54,282,3.0,927.0
796,4,3.0,922.0,2750000,-36.8569105,174.8564186,39,6,9,21,18,27,123,1.0,859.0
797,5,3.0,600.0,1000000,-37.0499739,174.89118019999998,57,21,27,15,30,42,192,6.0,981.0
798,4,4.0,561.0,1340000,-36.873823,174.59975409999998,102,84,78,54,42,45,405,1.0,879.0
799,4,2.0,987.0,1050000,-36.8612461,174.6513205,24,30,36,21,36,39,189,4.0,949.0
800,4,2.0,461.0,1550000,-36.8593031,174.8466779,60,6,18,39,33,39,189,1.0,888.0
801,3,2.0,150.0,630000,-36.9924403,174.89437790000002,39,33,21,12,12,21,138,7.0,1000.0
802,4,3.0,7139.0,1650000,-36.7832722,174.459546,39,18,9,27,30,33,156,2.0,903.0
803,4,2.0,558.0,1000000,-36.6232582,174.7964894,78,18,57,39,15,39,243,2.0,906.0
804,4,2.0,3162.0,880000,-37.260664500000004,174.7290907,75,27,27,39,30,24,216,1.0,894.0
805,4,2.0,5884.0,1725000,-37.010292799999995,174.9195987,48,33,36,30,39,42,228,2.0,906.0
806,3,1.0,250.0,630000,-36.8673498,174.6016886,60,21,30,24,21,18,174,8.0,1037.0
807,5,2.0,508.0,910000,-36.813348100000006,174.7927736,30,12,9,27,27,45,153,2.0,914.0
808,6,3.0,755.0,2950000,-36.874392,174.7604416,24,30,36,12,12,9,120,5.0,970.0
809,3,2.0,1047.0,1050000,-36.809956,174.693898,27,18,12,9,27,18,123,1.0,881.0
810,5,2.0,1002.0,920000,-36.885154,174.6569697,21,15,15,12,9,15,93,9.0,1092.0
811,4,2.0,7480.0,1500000,-37.1539815,174.9593174,30,9,15,21,27,39,138,2.0,918.0
812,4,2.0,7480.0,1500000,-37.1539815,174.9593174,30,9,15,21,27,39,138,2.0,918.0
813,2,2.0,119.0,700000,-37.0510717,174.9523543,81,30,36,18,21,15,201,8.0,1056.0
814,2,2.0,119.0,700000,-37.0510717,174.9523543,81,30,36,18,21,15,201,8.0,1056.0
815,5,3.0,1126.0,2200000,-36.868502899999996,174.90514019999998,36,18,18,18,27,39,147,3.0,931.0
816,3,1.0,706.0,600000,-36.968728999999996,174.8119349,141,42,39,45,36,27,327,10.0,1262.0
817,3,1.0,603.0,700000,-36.984773,174.8354962,36,21,21,18,21,21,141,7.0,1016.0
818,5,3.0,266.0,2175000,-36.874537200000006,174.8152127,30,12,24,9,30,30,138,2.0,903.0
819,3,1.0,842.0,720000,-36.992832,174.8488498,48,30,18,12,27,24,159,10.0,1227.0
820,3,1.0,1012.0,1020000,-36.86426779999999,174.6018675,36,21,21,18,21,27,135,8.0,1042.0
821,4,2.0,1599.0,1150000,-36.8860015,174.9279754,69,30,27,51,24,42,237,4.0,945.0
822,6,2.0,1014.0,1300000,-36.953207,174.8454736,51,21,18,15,18,18,147,10.0,1235.0
823,3,2.0,350.0,670000,-36.8618218,174.60490880000003,78,36,33,36,15,24,213,8.0,1054.0
824,3,1.0,120.0,630000,-37.050791,174.861378,30,21,21,15,24,27,147,9.0,1083.0
825,3,1.0,100.0,620000,-36.836371,174.6099833,69,45,39,21,24,12,210,8.0,1032.0
826,3,2.0,803.0,950000,-36.8350485,174.62935259999998,33,21,21,15,24,45,153,2.0,915.0
827,3,1.0,400.0,625000,-36.98714879999999,174.8919507,120,66,51,51,18,36,342,8.0,1064.0
828,2,1.0,936.0,740000,-36.9531644,174.8496839,54,39,33,24,36,30,213,9.0,1135.0
829,5,3.0,1207.0,1850000,-36.8999324,174.949745,36,15,9,21,12,33,126,2.0,913.0
830,3,1.0,519.0,560000,-37.053359,174.9375378,45,39,36,21,30,33,195,9.0,1118.0
831,4,2.0,1409.0,880000,-36.8525715,174.5165363,21,15,12,21,27,30,123,2.0,914.0
832,3,1.0,161.0,1380000,-36.8740206,174.75047890000002,36,33,18,27,21,24,159,3.0,928.0
833,4,2.0,956.0,880000,-36.794925899999996,174.6910567,33,24,15,21,15,15,120,2.0,907.0
834,4,1.0,607.0,1575000,-36.8758066,174.74652700000001,48,39,12,30,24,9,162,3.0,926.0
835,5,3.0,809.0,1250000,-36.965782899999994,174.8567632,48,51,24,30,15,15,183,5.0,968.0
836,3,1.0,405.0,600000,-37.0672518,174.96104499999998,24,6,9,12,9,12,72,9.0,1104.0
837,4,2.0,812.0,1425000,-36.8842695,174.8693812,36,18,15,9,9,18,102,9.0,1086.0
838,3,1.0,1196.0,600000,-37.0241544,174.9052145,51,27,18,12,12,15,135,9.0,1118.0
839,3,1.0,1014.0,5600000,-36.908485399999996,174.8387404,30,39,30,21,27,15,162,9.0,1100.0
840,4,2.0,602.0,455000,-36.6009453,174.5919841,54,30,18,30,48,48,231,2.0,918.0
